userName,score,at,content
fallujah matinul,2,2023-12-01 04:12:41,"tolong buat ruangguru kenapa kadang gabisa ss, loading terus padahal jaringan stabil, mana mau pas hadehh"
Ayu Chandra,5,2023-11-30 11:24:01,Belajar jadi lebih seru dah materi yang di berikan di pahami the best lah pokoknya ruangguru👍👍👍
Josia Danke,5,2023-11-28 12:51:08,This application was so good it help with subject that wa i not understand
Obithe Gamer,5,2023-11-28 04:54:42,Bagus
Jennie Raissa,4,2023-11-27 17:31:05,"Skrg engga Ada rangkuman klo di materi, pdahal rangkuman itu yg dibutuhin"
Zahra_Official,5,2023-11-27 06:51:08,This application help me when I wanna go test thank you *RuangGuru*😊
Iktimal,5,2023-11-26 12:13:11,BAGUS
Melody Sachi,3,2023-11-26 00:14:10,"Ini drill soal ga bisa di akses (Deeplink not found), di versi 6.72.0. Tolong dong, butuh buat latihan ni."
Dhiyah jhunniarti,5,2023-11-25 09:24:07,good
Rafli Pasca Arifin,5,2023-11-25 07:01:40,Semoga bagus
stewart ebe,5,2023-11-24 23:48:20,Semua mata pelajaran
y shafani,5,2023-11-24 12:26:55,Sangat membantu ketika ada materi yang blm saya mengerti dan menurut saya pengajarannya mudah dipahami
Rorra Gayana,5,2023-11-22 01:10:45,"aplikasi yang sangat bagus dan membantu siswa dalam belajar, semoga Ruangguru bisa selalu menemani seluruh siswa di Indonesia untuk mengejar mimpinya☀️☀️"
Neysa P.M,5,2023-11-19 04:06:44,video pembelajarannya seruuu(✿◠‿◠)
Agnes Lois,5,2023-11-18 12:44:22,Terbaikk👍🏻👍🏻
Rafi,1,2023-11-17 08:31:18,Ruanggulag
"Zen ,",5,2023-11-15 12:34:09,Persiapan lawan nadina yang mantap
Yogi Angga,5,2023-11-15 04:53:22,Sangat membantu untuk menambah pengetahuan
Marsha Rania,5,2023-11-14 23:06:06,"i have no words, this app way too amazing!!! really help me for study a lesson that i never think that i can understand. but it become really possible with this app"
tasya rosmadhaninur,5,2023-11-13 14:25:58,"Masya Allah,, Ruangguru ini membantu nilai nilai aku semakin baik.udh gitu materi materinya lengkap dan ada semua yg ada di sekolah"
Maria nua,4,2023-11-12 13:14:12,Ayo belajar di ruang guru Aplikasi terpercaya dan sudah banyak buktinya 🥰
Medina Sikki,4,2023-11-08 14:59:00,Bagus tetapi masih ada byak yang harus dibayar
Early TA,5,2023-11-08 10:47:23,sukaa bangeett belajar disinii❤️❤️❤️
Basically imAdd,5,2023-11-07 11:24:27,Pembelajarannya efektif
Michele Vanesa Lubis,5,2023-11-06 11:25:01,Keren bisa nonton video dan bisa belajar
Reza Firdha Reiyana,5,2023-11-03 12:31:44,Recommended
Putri Ayu Khusnul Khotimah,5,2023-11-03 11:29:02,very helpful and can learn anywhere
Rafandra AqlanAnugrah,5,2023-11-02 02:32:52,"Ini aplikasi yang bagus buat saya, saya langganan dari kelas 1-3 sd ini tidak ada bug/glitch/lag saat digunakan."
Edelweis Rana,5,2023-10-30 11:50:38,"plis mau kulkas isi cabe rawit buat makan mie sedap, popmie all varian, taro kuali sama wajan buat bikin seblak sama nasgor sama ketiwaw (CABANG KEBON JERUK)"
Vania Felisha Florent Sari,4,2023-10-24 14:12:50,"Oke bangett, cuma mungkin bisa lebih ditingkatkan soal maintenance. Karena kadang ada saat saat dimana aplikasi buffering terus, walaupun sudah dengan internet yang lancar. Sangat cocok buat yg sering ketinggalan pelajaran, ataupun yg nga ngerti ngerti penerangan guru disekolah. 🫶"
medina,5,2023-10-24 12:12:18,Aku suka ruangguru
Justin Hendrawan,5,2023-10-24 11:03:34,"Semuanya bagus, tidak ada kendala, Terima kasih Ruangguru karena kamu aku jadi maksimal belajarnya"
Sekar Arum Salwatiana,5,2023-10-22 17:03:49,It's fun learning in here. I like it!
Pendobrak_Azhar Maulana,5,2023-10-17 13:01:23,"Mantappp halo pihak ruangguru, tolong fitur adapto diperbaiki. saya sudah update aplikasi untuk menikmati fitur adapto tetapi fitur adapto tidak berjalan dengan lancar. pada saat selesai fitur adapto nya malah ngulang kr video awal. itu sangat menyebalkan ketika sedang seru-serunya belajar tetapi harus ngulang dari awal lagi. belajar nya jadi kurang fokus. terima kasih 🙏"
RIO TRIA PEBRIAN (io),5,2023-10-17 10:30:37,"Pengen Pinter itu susah, tapi dengan bantuan RUANGGURU ini mempermudah saya MENDALAMI materi yang saya suka contohnya SCIENCE yang kadang susah masuk materinya eh inget Ada ruang guru langsung coba eh ternyata BERGUNA meski agak sulit TAPI KATA BANG Fajrul: Sulit dalam belajar belajar adalah tantangan =) makasih yang pihak yang ikut serta MENCERDASKAN bangsa ini pokoknya. ☆☆☆☆☆"
Caleb Araki,5,2023-10-15 05:14:03,It's help me to learn and make me more understand to my school material
halizah hqq,5,2023-10-10 15:55:22,penjelasan nya ringan
Kevin Febriano,1,2023-10-10 13:19:37,Banyak error dan bug
Wildan Sanjaya,1,2023-10-10 12:25:40,Saya tidak bisa mengakses latihan soal
Daniswara A. P,2,2023-10-10 12:22:59,"tolong benerin fitur auto rotate, gabisa di lock, lagi belajar bikin emosi, padahal auto rotate juga sudah mati. ada error lagi nih, mau belajar tulisanya ""sedang terjadi kesalahan sistem, bikin bete"
zaydan nugraha,1,2023-10-10 12:02:11,"lemot amayyyyyyyy,5 jeti woi"
Naysila Azzahwa_13,5,2023-10-06 03:23:32,"Sangat membantuu, makasih ruang guru!!"
Christabel Tan,2,2023-10-04 13:42:24,"versi web utk laptop cacat, cs tidak pernah membalas keluhan"
08. EMANUELA XENA DIVINA,5,2023-10-04 13:17:45,"Oke dah bisa dibuka videonya, tengs 🥳🥳😇😇😇🙏🏻🙏🏻"
fl ykc,2,2023-10-04 12:33:50,"Ive always loved this app since ive been using this for years until today. But i've noticed few issues coming from this app, everytime i try to open ruangguru both from the desktop and mobile version, the app will be lagging and then itll say that something has been wrong with the system, i even tried to open it from the website, and it's still not working. Im using wifi and in a stable connection, it's just the issue over this app, which is annoying and postponed my study. Please fix this issue"
D'RiGE,3,2023-10-04 10:58:54,Servernya kendala mulu
32 Syarifah Afifah,5,2023-10-03 13:30:07,Keren bangett
Musral Rikky Saputra Saktsila,5,2023-10-03 12:15:33,Super bagus
Cantika Noel,5,2023-10-03 05:38:26,👍🏻👍🏻
Hamz Gaming,3,2023-10-02 16:09:42,"aplikasi kadang error, walaupun sudah berlangganan brain academy offline tidak bisa menonton vidio yang brain academy online. soalnya tahun kemarin bisa rugi banget! Error terus ga tau kenapa padahal sinyal bagus. tolong untuk adminn nya lebih di benerin lagi aplikasi nya"
Artzi_ arts,5,2023-10-02 13:32:17,Bagus dan asik
Ahmad Zaidan Zidna Ilman,5,2023-10-01 11:52:32,"Hi! Can you please fix the bug, karena sudah beberapa hari ini sering blank tetiba layar nya di aplikasi ruangguru ini..-~-"
05.APRILIA SEKAR DEWI POERMUNANTO,5,2023-10-01 04:33:23,amazing!
Orlean Bakker,5,2023-09-28 11:50:06,It good
Bertolomeus Ndobe,5,2023-09-26 03:47:50,"Nice, usefull and fun apps for my kids..thank you"
naa,5,2023-09-25 14:03:29,gooodddddd
zara ayu,5,2023-09-24 13:35:50,"Seruuu bisa belajar sambil bermain bareng dafa and lulu, bisa bantu aku kalo lagi ada ujian harian"
Aku Dan kamu,3,2023-09-24 03:17:14,Boleh diturunkan tidak mbnya sya tidk bisa mendownoldnya¹
Victoria Valerie,5,2023-09-24 01:53:21,Its v nice
jioka,4,2023-09-23 13:14:26,"bagus semua fiturnya lengkap, penjelasan dari guru bimbel nya juga simpel dan mudah dipahami, terus ga sekedar bimbel banyak info lomba sama seminar yg bisa kita ikut. minusnya suara dari video yang ditampilkan itu kecil banget banget, jadinya kalo mau belajar di ruang terbuka kaya dikelas, di cafe, atau di perpustakaan harus pake earphone kemana mana dan ini tu sangat sangat menggangu kenyamanan dalam belajar. Mohon kedepannya, suara dari videonya lebih besar klo bisa sebesar suara di Youtube"
Alastair Young,5,2023-09-23 12:39:25,"Suka sama appnya. Ngebantu bnget buat belajar mtk materi sma sama utbk. Saran fitur temen belajarnya bagus jdi penyemangat, tapi coba tambahin fitur biar si temen belajarnya bisa jadi gede, biar kaya pokemon gitu bisa evolve. ❤️"
Jehan Vandani,5,2023-09-23 00:39:55,Aplikasi ny bisa melatih saya yang sedang UTS
Nurika Sevita Choirunnisa,5,2023-09-20 16:29:49,cinta
gaby febuela,5,2023-09-20 11:20:31,berguna bgtt pas ga ngerti di sekolah.
AkiFar Brother,1,2023-09-20 02:31:57,Pemaksaan untuk mendownload aplikasi yang harus bayar mahal
Ren Mocha,5,2023-09-18 13:20:22,seru belajar bareng Ruangguru.
microxygen,4,2023-09-18 04:00:14,Tolong tambah fitur subtitel pada video pembelajaran 🙏
Alodia Thesalonika,3,2023-09-17 10:57:56,"Sering patah patah saat lagi scroll beranda ke bawah. Drill soal sering error padahal jaringan internet baik baik saja. Tidak dapat membuka video hasil unduhan saat offline (Padahal sudah di download). Video sudah habis di tonton, tapi tidak ter-checklist"
Bagus Aditya Network,5,2023-09-15 09:08:51,ok
Kevin Ajie,2,2023-09-14 12:15:31,"Sejauh inu menurut saya aplikasinya kurang berguna dalam pihak pembelajaran sekolah, banyak hal yang berbeda yang diajarkan tergantung sekolah dimana"
Harfry “JackGoank” Jack,1,2023-09-14 06:42:40,"Sekali anda langganan anda akan di SPAM telp maupun WA untuk beli paket2 mereka, marketernya akan teror anda lebih parah dari PINJOL. Sudah minta berhenti via email sama saja, Adminnya minta maaf disini cuma bohongan, tetap aja anda akan dihubungi oleh nomor2 berbeda."
Keyla Cinta,4,2023-09-11 14:36:16,Udah beli koin buat chat tutor roboguru malah gabisa.. Padahal wifi lagi nggak lemot
Ester Sianturi,5,2023-09-09 10:19:41,"Bagus bgt bgt bgtt!! Pengetahuanku jadi improve, sesuai dengan materi sekolah, dan promonya buanyak bgtt. Makasii ruangguru🥹💗"
Vinci J,1,2023-09-08 04:50:17,"Tolong dong tim marketingnya di edukasi lagi, jangan cuma pen ngejar bonus doang, saya udah bilang bakalan daftar brain academy bulan januari aja karna belum ada budgetnya sekarang, malah dikata2in + dijudesin juga saya calon customernya lohh, baru calon aja udah diginiin, gimana nantinya pas mau nanya2 soal, konsultasi, dll 😭"
Habibi Farid,5,2023-09-06 12:45:07,saya suka belajar di ruangguru
Dasha Pandita,3,2023-09-04 20:18:10,"min segera update buat kurikulum merdeka pls. materinya masih ga teratur banget🥲🥲. terlebih lagi gaada mapel informatika, harus sampe kapan utk sabar🙂. waktu ini udah di chat sama adminnya katanya masih dalam pengembangan, tapi problem yang aku ajuin gaada perubahan"
Milos,4,2023-09-04 16:40:28,"Menurut saya aplikasi ini sudah bagus, sayangnya kurang subtitle aja, apalagi gua tipikal orang yang lebih suka baca daripada mendengar jadi peran subtitle disini bagi saya penting banget. +1 star lagi kalo ditambahin fitur subtitle di setiap videonya!!"
Rodhiatul A,5,2023-09-04 01:28:24,why this apps is not available for vocational high school(SMK)?
abang nea,1,2023-09-03 09:31:09,PENGAJARNYA
Rizki Kurniawan,1,2023-09-02 11:10:17,"Informasi mengenai paket-paket langganan yang di berikan sangat kurang dan terdapat banyak ambigu pada fitur-fitur yang diberikan, sehingga dapat menimbulkan kesalahan bagi para pengguna yang mau berlangganan paket di ruang guru, harus di perbaiki lagi kedepannya, sehingga pengguna tidak salah dalam melakukan pembelian. Serta paket langganan yang sudah di beli tidak dapat di lakukan refund ataupun change paket langganan l"
Almasari A,5,2023-08-30 09:53:34,enak belajarnya
Rahma Puji,5,2023-08-29 09:17:35,seru banget belajar di sini💗💐
de Asradya,1,2023-08-28 13:02:46,banyak error
Agustinus Darmawan (X Gen Intelligence),2,2023-08-28 12:42:48,I've been use Ruangguru for five years. But now I have a problem.The problem is while I can't click next in video and can't get out from learning video in Ruangguru. Please provide a solution.
Khansya M (Sue),3,2023-08-27 14:37:55,Suka ngebug
Anya Paramitha,5,2023-08-27 13:32:44,lopyu ruangguru😘😘🤪🤪🤪
Nawla Haris,5,2023-08-25 22:37:02,"Sangat keren, sangat membantu belajar siswa diluar sekolah"
Gresya Apriliani,1,2023-08-23 04:24:51,"Saya terakhir langganan ruangguru itu pas kelas 8 dan setelah masa langganan saya habis, banyak banget nomor yang wa dari ruangguru dan sekarang saya kelas 11 pun masih ada yang wa saya dan orang tua saya. Dan hari ini saya konsultasi ke salah satu konsultan ruangguru. Setelah saya memberikan nomor hp tiba tiba ada 2 nomor tidak dikenal menelepon saya. Tolong ruangguru hargai privasi kami ya. Saya tunggu jawaban ruangguru. Untuk aplikasinya tidak ada masalah tapi tolong hargai privasi kami."
Bella Sagita Firnanda,5,2023-08-22 23:05:46,Aplikasi terbaik
mintorogo pitrarpono,1,2023-08-22 11:54:45,saya ditawarin paket dari kls 4 semester genap sampai kelas 6 tapi waktu anak saya naik kelas 5 jadi tidak terdaftar 🤬 setiap di wa tidak menyelesaikan masalah. balikin aja uang saya 1 JT an kalo ga bisa
Lisa Aprilia,5,2023-08-22 11:11:54,ngebantu banget dalam belajar💗💗
Aris Munandar,5,2023-08-21 10:35:32,Ruangguru Mantap
YOOS Entertainment,5,2023-08-17 13:18:03,Easy use it and realy help me
Dwi Prast,4,2023-08-17 06:12:33,Gk terlali seru jadi saya kasih bintang 4 aja jelek wuhhh
Zita12,5,2023-08-15 03:18:26,Intruksinya jelas dan lebih asik(≧∇≦)/
Eliza Ismail,1,2023-08-14 13:16:12,"Saya menyesal daftar ruang guru, karena saya kesulitan untuk menghubungi admin. Saya komplain karena ruang guru tidak bisa dipakai. Tapi prosedur komplain yang lama dan tidak ada solusi. Saya sangat kecewa dengan harga 600ribu, saya tidak bisa pakai untuk pembelajaran anak saya."
Reyzan Muhammad Ihsan.,3,2023-08-11 10:59:35,"Servernya sering down terus, kalau ga suka blank kadang tiba-tiba berubah kelas nya sama suka keluar sendiri"
Lampu LED,2,2023-08-10 15:39:04,"Jawabnya ngasal nih, itu barusan masuk uang reward nya ke wallet saya (setelah komplain via email berkali-kali). Tim ruangguru harus ngerti ya promo yg kalian buat. Itu jelas promo hadiah (BUKAN UNDIAN) dgn nama promo ""Hadiah Cashback Ewallet Ruangguru BERANIPROMO"" Tolong dicek dulu sebelum menjawab keluhan pengguna."
Beauboi,1,2023-08-07 01:37:18,ermmm
Putri Intan Hapsari,5,2023-08-06 08:59:51,"ruangguru dabesstt hehe, bantu aku banget !"
Ayudyah Andrea,5,2023-08-05 10:56:24,Sangat menyenangkan belajar bersama ruang guru
Livina Callista,5,2023-08-03 14:44:05,"semenjak belajar di sini, makin ngerti, soalnya di sekolah cepat bgt jelasin nya, jadi gada yg masuk otak samsek :("
Hesti Intan,1,2023-08-02 11:15:43,fitur adapto lagi kenapa sihhh? kenapa setiap dipencet pilihannya selalu kembali ke video awal😤😤😤😤😤😤😤😤😤😤
Muhammad Daffa Siregar,1,2023-08-02 01:05:20,lagi ngapal ngapain masuk bang
Danish A.Q.F,5,2023-07-31 11:17:19,👍
Mitha Angelina,5,2023-07-30 02:36:12,So nice
putri,5,2023-07-29 14:20:45,PLIS INI BAGUS BGT WLPIN G BERLANGGANAN DPET FASILITAS KEK BERLANGGANAN DONG LOPYU 🙏🙏
Dennis Prasetyo,5,2023-07-28 11:30:08,"Belajar di ruangguru sangat seru Dan menyenangkan,video pembelajarannya mudah dipahami."
Farzana Al Fahad,1,2023-07-28 03:31:51,"Terlalu banyak bug tolong murahkan pembelian hero natalia tolong banyakkan giveaway diamond, jika saya mendapatkan diamond nanti saya kasih rating 6"
juliana anggraini,1,2023-07-27 07:37:33,"Hai.. I dont want to subscribe anymore, because the material didnt match with our school.. I do the subscribe on 2022-2023, I really dont want to write this, but I am on my limit.. I got spam from ruang guru, like 4-5 whatsapp a day..even after I told them this, and ask them to stop..but it keep comming everyday, i do block their number, but they still keep spamming everyday!! Could you please stop it??"
Anis Suriani,5,2022-09-11 07:37:55,Best
Abdus Solihin,3,2022-06-29 12:02:12,Kok sekarang susah di download ya video videonya walaupun pakai quota kecepatan jaringan internet saya udah stabil tapi kok lemmot ya saat unduh videonya
Jenny Aja,1,2022-03-04 06:05:35,Hello apakah ruang guru ini gratis
nur hanisa,5,2022-01-29 02:06:56,Ni ruang guru seru bikin kita pinter loh
Xiu Cheng,5,2022-01-28 14:02:39,"Ruangguru sangat bagus pelajarannya sesuai, Terima Kasih Ruangguru 💗💖"
Rayyan Adam,5,2022-01-22 13:27:42,Bagus🤩🤩🤩
Hanaumairah Azni,5,2022-01-11 06:02:04,Serunya belajar
Mohamad Saharum Muhammad,5,2022-01-04 13:04:46,Asslammualaikum saya Dari Malaysia yeah saya dapat 100 dalam matimatika 😊😊😊
Farhan Salim,5,2022-01-02 12:19:46,"Semoga belajar akan mampu baik, karena belajar itu ilmu baik, terima kasih, eh iya lupa kan disuruh transfer in, gimana dong?, Yaudah tanya aja deh kalau ada. Sekian"
Olong Official,5,2021-12-28 02:13:57,Maaf bolekah saya bertanya😊kenapa ketika saya selesai menjawab kuiz itu harus ada nombor telefon..dan saya sudah meletakkan nombor telefon saya..tapi tidak diterima.apakah indonesia sahaja yang boleh guna ruang guru ini..malaysia tidak boleh😊😊
ririn handa,5,2021-12-05 11:49:52,Bagus sekali aplikasi nya membuat saya menjadi pintar saat ulangan
Santhy Anastasia,5,2021-12-04 03:00:40,Saya jadi paham matematika
Amin love Amin,5,2021-11-17 01:01:52,aku suka belajar
Muhamad Aripun,5,2021-10-18 09:49:57,Ruwang gurunya sangat hebat
Dedaun Kering,5,2021-10-17 14:10:05,Ibu saya bangga sangat dengan saya sebab saya belajar dalam ruang guru
Ellyya,5,2021-10-02 08:08:05,Best lh ruang guru..nk tanya ruang guru ni boleh bantu untuk warga malaysia gak?
Fajri Lutfi,1,2021-09-30 08:30:06,.1 09
Juli Wardana,5,2021-09-25 12:59:06,Good👍🏻👍🏻👍🏻👍🏻👍🏻
Kakaeb Kakaeb,5,2021-09-20 01:52:15,lima🌟🌟🌟🌟🌟
Raditiya Rangga Al giffary Raditiya,5,2021-09-19 09:34:39,bagus👍👍👍
Aep saepulloh,5,2021-09-09 15:38:37,Bagus. Jadi saya gak ngurusin anak...
Muhammad Faizi Hamdi Mohd Fuad,5,2021-09-05 00:29:11,Orang Malaysia boleh guna kan?
Misrah Bahat,5,2021-09-03 10:16:47,Maff ruwang guru saya sangat suka belajar di rwng gru nih tapi tidak bisa masuk
Dini Hapsah,5,2021-09-02 12:48:55,Ruangguru memang terbaik 👍
Nur aliya Azman,5,2021-08-21 13:46:47,Setelah saya mencobah Ruang guru ni saya dapat nilai 100 dalam ujian matematika. Engeris.bahasa indonesia.dan yang lain²nya.dan best juga belajar sama ruang guru ni💪👍👍
Ruzlyin Arif,5,2021-08-21 03:54:06,Baguslah macam macam pelajaran yang boleh dipelajari
Petrus John,5,2021-08-12 14:41:27,Wau bagus
Fatikhatul Maula,5,2021-08-10 02:35:07,Sangat menambah semangat belajar..
Mohd Syahmi,2,2021-08-09 14:49:51,Babi lah kamu lama tau aku doanlowad coba kasi kecil sedikit ruang mb nya tolong dong hai senaang la sangat senang macam taiiiii
Asrunk Accunk,5,2021-08-05 06:40:25,IFA
Wani Masali,5,2021-07-31 05:59:03,MGuru taman kanak kanak MKS adanya ruang guru
YouTube official,5,2021-07-31 05:36:44,Good
Elvira Ramlan,5,2021-07-28 13:35:48,Ruang guru ini sangat berguna untuk aku jadi aku kasih lima 5 bintang
Zamri Saleh,5,2021-07-26 07:24:59,Yg terbaik
rosidah,5,2021-07-23 12:15:33,Luv💟💟💟💟
Are Pin,5,2021-07-13 12:56:37,✨Ruang guru ✨❤️🥺✨
Aniq Niq,5,2021-06-19 13:07:47,Ngak bisa masuk...
arifa arifa12,5,2021-06-06 10:23:23,Best lah gina apk ni
Dewi erieyana syuhada Jupri,5,2021-06-04 10:30:44,Alhamdulillah......ruangguru ni sangat membantu saya .......korang semua kena download ok kalau tak awas korang hihi....gurau jerr
Murni Yohanes,5,2021-05-03 12:48:11,Ruang guru the best🤩
Febri Anti,1,2021-04-11 23:49:29,Iya
Ade Risman,5,2021-03-13 14:37:38,Semoga aku cepat pandai Amin.
Imanuella72,4,2021-02-17 07:10:42,Bagus sih coman boleh gk usah diiringin hpku kecil ini hp bekas tapi tetep oke lah masaih bagus sekian terimakasih kk
EKA SAHIRA,5,2021-01-24 10:36:15,Terima kasih ruang guru
Mohd Hairi,5,2021-01-20 13:16:50,Hebat
Nur Mardha tillah putri,5,2021-01-07 06:57:45,Trima kasih ruang guru...sdh mngjar sy...dulu dpt pringkat 25 skrng aku bsa capai no 1 2 dan 3
Alya Rahaini,5,2020-12-01 10:36:38,"Sangat memudahkan untuk belajarr dan mudah dimengerti, terima kasih:)"
Rina Tarigan,4,2020-11-30 11:17:26,Bagus sekalii
ACH . FAIQ,5,2020-11-19 02:07:48,"Bagus lah apk ini , menarik👍😁👍"
Annisa Aprilia,5,2020-11-17 03:14:51,Dulu males banget belajar.Nilai ku juga turun terus.Setelah aku pake ruang guru nilai ku naik.Cara belajar di ruang guru juga seru.Tq banget🥺🥺
Mewa Chubi,5,2020-11-15 04:53:32,Sangat membantu sekali.terima kasih
Darwis Pa500,5,2020-10-06 07:08:19,Anjing
zairofi,5,2020-10-03 13:02:51,Mantap
Agustina Agustina,1,2020-10-03 08:00:55,Kenpa sya bgi stu bintang karana dia lambat loding
Ahmad Ilham,5,2020-09-29 06:08:37,Bagus nih buat UTS di sekolah gue
ALFAN Bojing,5,2020-09-17 05:22:22,Aplikasi ruang guru sangat bagus sekali untuk membantu para pelajar untuk belajar....
Deni Sukmana,5,2020-09-11 21:00:05,Sangat membantu juga
Tiara Rozana,5,2020-09-11 07:40:02,Terus berkarya Ruang guru dan tetap semangat dalam mencerdaskan anak bangsa demi kehidupan bangsa yang sejahtera.
Ara shin Rahma,1,2020-09-10 04:02:27,Apaan bgt😌
Ujang Pak Ujang rt,1,2020-08-17 04:25:56,Aku suka ruang guru
Dira Tahir,5,2020-08-13 06:26:23,Rung guru ni best lh
Efriyauns Ben Abaraham,5,2020-07-31 22:45:29,Semuanya bagus
farah rs,5,2020-07-30 14:35:24,Kerana ia boleh membijakjan kita loh
Kewell Joshua,5,2020-07-23 13:19:06,Karna ruang guru the bast
Lim Azmir,5,2020-07-23 03:07:32,Cepat faham
Wati Ika,5,2020-07-20 09:24:00,Ruang guru emang terbaik mambuat saya syka dengan ruang guru
Winarni,5,2020-07-17 08:36:05,Gila bagus bgt
The sendok garpu,5,2020-07-17 05:45:14,Saya bisa mengerti bahwa mama sudah menjadi mama yang baik
Aidil Supriadi,5,2020-07-17 05:41:27,Kak aku kan tinggal di malaysia tapi aku orang Indonesia gimana caranya aku bayar ruang guru
Dewi Fatimah,5,2020-07-16 13:21:33,Makasih ruang guru udh bantu saya untuk mudah memahami pelajaran
WALKE PRO,5,2020-07-16 11:47:46,wow 👍🏻
Iwan ridwan Selalu setia,5,2020-07-14 07:38:19,Ruang guru the best
Rumah Ku,1,2020-07-12 13:20:56,Ruang guru memang hebat
dayang wulan dari Cara,5,2020-07-11 04:58:43,Aplikasi ini bagus banget
Muhammad yusron,5,2020-07-09 17:02:16,Seri dapat belajar onlain
Jumiyati Syafii,5,2020-07-09 13:25:44,Seru sih tapi tolong di beresin ruang guru nye ye soalnye ade yg eror tadi saye liat post kawan dan saye liat orang yg sedang comment di post malah semuenye user gimana sih 😡😡😡
Yakob Dedi Ded,4,2020-06-14 23:00:37,Malas
Zaza Zulkifli93,5,2020-06-07 07:50:33,Aku sungguh menyukai aplikasi ini
Maikal Haikal,5,2020-05-31 13:18:46,Sangat bagus
Alfiansyah Mat noer,5,2020-05-18 09:25:15,Al
Firly Emilia,5,2020-05-07 00:50:44,aku bisa belajar di rumah saja
Pengguna Google,5,2020-04-24 22:00:27,Saya senang bisa belajar dirumah
Pengguna Google,5,2020-04-24 03:44:48,Awalnya sya tidak bisa tapi sekarang udh bisa
Pengguna Google,5,2020-04-23 23:57:00,Mantul cik tu
Pengguna Google,5,2020-04-19 09:12:42,Sebenarnya apk nya bagus...tapi karna keterbatasan biaya jd tdk bisa ambil langganan 😢
Pengguna Google,5,2020-04-13 09:03:02,Try again..
Pengguna Google,5,2020-04-13 01:08:29,Mantul
Pengguna Google,5,2020-04-10 10:58:06,Bagus
Pengguna Google,5,2020-04-07 10:58:07,Ok
Pengguna Google,5,2020-03-30 10:23:21,Sangat penting bagi yang kurang ilmu
Pengguna Google,2,2020-03-26 06:38:36,"Blum coba, kasi 2 bunting dulu. Kalo bags nanti saya kasi bintang 5"
Pengguna Google,5,2020-03-25 12:14:21,THANK YOU
Pengguna Google,3,2020-03-23 16:16:38,Apakah boleh digunakan oleh orang Malaysia seperti saya?
Pengguna Google,5,2020-03-23 13:57:21,"Bagus banget , apalagi sekarang lagi libur sekolah , kan di suruh belajar online"
Pengguna Google,5,2020-03-21 13:17:46,Bagus angat
Pengguna Google,5,2020-03-20 11:37:12,😍😍😍😍
Pengguna Google,5,2020-03-20 10:15:23,Bagus banget
Pengguna Google,5,2020-03-20 07:50:13,Sangat keren
Pengguna Google,5,2020-03-20 05:35:05,Bagusssss
Pengguna Google,5,2020-03-18 22:08:00,Sangat membantu
Pengguna Google,5,2020-03-17 14:00:56,saya sangat suka dngn adanya ruang guru ini
Pengguna Google,5,2020-03-17 03:27:32,Amazing 💛🌚
Pengguna Google,4,2020-03-17 03:10:08,Bagus saya boleh memahami dalam belajar
Pengguna Google,5,2020-03-16 00:05:51,"Saya sangat senang ,,bergabung belajar di ruang guru."
Pengguna Google,5,2020-03-15 05:49:19,Terima kasih ruang guru. Aku jadi gampang belajarnya.
Pengguna Google,4,2020-03-12 13:16:51,Jika saya suka saya menberi bintang sesuai dengan apikasinya😍😃😃☝️🐶🐶🐶🐶🐶🐶🐶
Pengguna Google,5,2020-03-02 16:26:22,Buat belajar lebih MANTAAAP...👍👍👍
Pengguna Google,5,2020-02-26 13:34:37,ini aplikasi yang bisa membuat kita pintar walaupun aku rengking 1 aku tetap belajar dengan giat supaya lebih pintar
Pengguna Google,5,2020-02-23 05:21:39,Assalamualaikum semenjak saya belajar disini saya menjadi pandai bahasa inggeris Salam dari Malaysia app terbaik !
Pengguna Google,5,2020-02-16 05:19:43,Bgus
Pengguna Google,5,2020-01-31 23:22:16,Aku ingin jadi pintar
Pengguna Google,3,2020-01-29 12:48:05,Asik aj
Pengguna Google,5,2020-01-25 07:29:49,"Anak sya sekolah di Malaysia,tapi mata pelajarannya juga semua bahasa Indonesia,jadi ruang guru sangat membantu"
Pengguna Google,5,2020-01-22 23:44:15,"pokoknya ruang guru the best number 1 ,thanks ruang guru karenamu aku jadi tambah paham materi pelajaran💚"
Pengguna Google,5,2020-01-09 05:17:17,"Sejak belajar di ruang guru saya jadi menang lomba olimpiade mipa, terima kasih ruang guru"
Pengguna Google,1,2020-01-08 10:21:04,Oke
Pengguna Google,4,2020-01-06 05:30:57,Bagus sekali aplikasi nya...
Pengguna Google,5,2020-01-05 13:03:59,Wah Dengan Aplukasi Belajar Ini Aku Jadi Lebih Pintar Di Kelas Ruang guru is the best I LOVE YOU Ruangguru
Pengguna Google,5,2019-12-19 13:54:39,😊😃
Pengguna Google,5,2019-12-09 11:28:19,Pelajaran nya sesuai
Pengguna Google,5,2019-11-24 10:31:54,😊😊😊😊
Pengguna Google,5,2019-11-20 16:16:33,terbaiklah
Pengguna Google,5,2019-11-19 14:48:50,"Alhamdulillah dengan menggunakan aplikasi ruang guru saya jadi semangat buat belajar karena videonya yang beranimasi dan mudah difahami. Terimakasih ruang guru,,,,"
Pengguna Google,5,2019-11-06 10:43:29,i love this apps.because i can study english better
Pengguna Google,5,2019-10-25 07:10:26,irwan
Pengguna Google,5,2019-10-22 14:39:25,Saya suka dengan ruang guru
